TrialNames,Indiv,Trial,Slope,Int,Position,Condition,Species
Bspot2018_009_GoPro_T64_1404-772,Bspot2018_009,T64_,0.271202492,-0.445848209,tail,Regen,Bspot
Bspot2018_009_GoPro_T65_1300-618,Bspot2018_009,T65_,0.093098958,-0.005078125,tail,Regen,Bspot
Bspot2018_009_GoPro_T75_1763-1115_000000,Bspot2018_009,T75_,0.144771476,0.428332137,tail,Regen,Bspot
Bspot2018_009_GoPro_T76_1941-816_000000,Bspot2018_009,T76_,0.223598563,0.161947111,tail,Regen,Bspot
Bspot2018_009_GoPro_T77_1441-523_000000,Bspot2018_009,T77_,0.140997807,-0.084429825,tail,Regen,Bspot
Bspot2018_009_GoPro_T78_1316-1016_000000,Bspot2018_009,T78_,0.0414109,0.072846912,tail,Regen,Bspot
Bspot2018_009_GoPro_T79-1691-520_000000,Bspot2018_009,T79-,0.340758998,-0.133959311,tail,Regen,Bspot
Bspot2018_009_GoPro_T80b_1441-533_000000,Bspot2018_009,T80b,0.1103663,0.010952381,tail,Regen,Bspot
Bspot2018_009_GoPro_T81_1480-171_000000,Bspot2018_009,T81_,0.136041784,-0.024596273,tail,Regen,Bspot
Bspot2018_009_GoPro_T83_1290-184_000000,Bspot2018_009,T83_,0.123366911,-0.09004884,tail,Regen,Bspot
Bspot2018_009_GoPro_T90a-4987-4171,Bspot2018_009,T90a,0.3459375,-0.10125,tail,Regen,Bspot
Bspot2018_009_GoPro_T91b_3974-3566,Bspot2018_009,T91b,0.106521739,0.08031401,tail,Regen,Bspot
Bspot2018_009_GoPro_T91d_1684-559,Bspot2018_009,T91d,0.209352396,-0.109018987,tail,Regen,Bspot
Bspot2018_010_GoPro_T14_1625-773_000000,Bspot2018_010,T14_,0.113871951,0.107164634,tail,Regen,Bspot
Bspot2018_010_GoPro_T15_2615-1015_000000,Bspot2018_010,T15_,0.093099647,-0.03856555,tail,Regen,Bspot
Bspot2018_010_GoPro_T17_1619-136_000000,Bspot2018_010,T17_,0.084681638,0.004515016,tail,Regen,Bspot
Bspot2018_010_GoPro_T22_1524-532_000000,Bspot2018_010,T22_,0.104401145,-0.129785183,tail,Regen,Bspot
Bspot2018_010_GoPro_T59_1541-224,Bspot2018_010,T59_,0.291205183,-0.211321145,tail,Regen,Bspot
Bspot2018_010_GoPro_T60_1672-480,Bspot2018_010,T60_,0.200194189,-0.111623887,tail,Regen,Bspot
Bspot2018_010_GoPro_T64_1033-361,Bspot2018_010,T64_,0.103969779,-0.071129178,tail,Regen,Bspot
Bspot2018_010_GoPro_T66_1020-355,Bspot2018_010,T66_,0.119794239,-0.026995885,tail,Regen,Bspot
Bspot2018_010_GoPro_T71_763-370,Bspot2018_010,T71_,0.084474886,0.019308545,tail,Regen,Bspot
Bspot2018_010_GoPro_T74_1063-337_000000,Bspot2018_010,T74_,0.130115741,0.029571759,tail,Regen,Bspot
Bspot2018_010_GoPro_T75_1634-410_000000,Bspot2018_010,T75_,0.694337194,-0.29000429,tail,Regen,Bspot
Bspot2018_010_GoPro_T76_1523-918_000000,Bspot2018_010,T76_,0.143412698,0.295458937,tail,Regen,Bspot
Bspot2018_010_GoPro_T79b_1092-0_000000,Bspot2018_010,T79b,0.077416856,0.119580499,tail,Regen,Bspot
Bspot2018_010_GoPro_T84_1263-513_000000,Bspot2018_010,T84_,0.166244726,-0.071729958,tail,Regen,Bspot
Bspot2018_010_GoPro_T85_1509-975_000000,Bspot2018_010,T85_,0.144757213,0.508444757,tail,Regen,Bspot
Bspot2018_010_GoPro_T88_2565-1788_000000,Bspot2018_010,T88_,0.114130435,0.046497585,tail,Regen,Bspot
Bspot2018_010_GoPro_T90f_1250_617,Bspot2018_010,T90f,0.130866228,0.021107456,tail,Regen,Bspot
Bspot2019_006_GoPro_T83_1625-701_000000,Bspot2019_006,T83_,0.147864146,-0.103785403,tail,Regen,Bspot
Bspot2019_006_GoPro_T84_1627-556_000000,Bspot2019_006,T84_,0.141893609,0.030522271,tail,Regen,Bspot
Bspot2019_009_GoPro_T85_1491-755_000000,Bspot2019_009,T85_,0.159438776,0.387436224,tail,Regen,Bspot
Bspot2019_009_GoPro_T86_1411-375_000000,Bspot2019_009,T86_,0.276122449,0.054985423,tail,Regen,Bspot
Bspot2019_009_GoPro_T87_1700-568_000000,Bspot2019_009,T87_,0.143061129,0.240330725,tail,Regen,Bspot
Bspot2019_009_GoPro_T88_2286-633_000000,Bspot2019_009,T88_,0.360839161,-0.027972028,tail,Regen,Bspot
Xmuco,Xmuco1,1,0.350772109,-0.112623016,nose,Swimming,Muco
Xmuco,Xmuco1,2,0.293926829,-0.153243902,nose,Swimming,Muco
Xmuco,Xmuco1,3,0.220743405,-0.044484412,nose,Swimming,Muco
Xmuco,Xmuco1,4,0.275798611,-0.200352183,nose,Swimming,Muco
Xmuco,Xmuco1,5,0.263743386,-0.041997354,nose,Swimming,Muco
Xmuco,Xmuco2,1,0.254355082,-0.123990633,nose,Swimming,Muco
Xmuco,Xmuco2,2,0.278614458,0.013930723,nose,Swimming,Muco
Xmuco,Xmuco2,3,0.272344484,-0.095241588,nose,Swimming,Muco
Xmuco,Xmuco2,4,0.222792182,-0.088518773,nose,Swimming,Muco
Xmuco,Xmuco2,5,0.191374663,-0.005083389,nose,Swimming,Muco
Xmuco,Xmuco3,1,0.082905983,-0.025641026,nose,Swimming,Muco
Xmuco,Xmuco3,2,0.156435185,0.008410494,nose,Swimming,Muco
Xmuco,Xmuco3,3,0.291858786,-0.005974591,nose,Swimming,Muco
Xmuco,Xmuco3,4,0.228927203,-0.032966156,nose,Swimming,Muco
Xmuco,Xmuco3,5,0.286099773,-0.092290249,nose,Swimming,Muco
Xmuco,Xmuco4,1,0.235534591,-0.047667715,nose,Swimming,Muco
Xmuco,Xmuco4,2,0.198281718,-0.121958042,nose,Swimming,Muco
Xmuco,Xmuco4,3,0.238527534,-0.215482841,nose,Swimming,Muco
Xmuco,Xmuco4,4,0.261139122,0.08844071,nose,Swimming,Muco
Xmuco,Xmuco4,5,0.300223214,-0.102762971,nose,Swimming,Muco
Xmuco,Xmuco5,1,0.125627451,-0.021078431,nose,Swimming,Muco
Xmuco,Xmuco5,2,0.188304094,-0.119371345,nose,Swimming,Muco
Xmuco,Xmuco5,3,0.195553571,0.042803571,nose,Swimming,Muco
Xmuco,Xmuco5,4,0.307236239,-0.041020642,nose,Swimming,Muco
Xmuco,Xmuco5,5,0.324679818,-0.137399003,nose,Swimming,Muco
Xmuco,Xmuco1,1,0.382312925,-0.091994048,pect,Swimming,Muco
Xmuco,Xmuco1,2,0.218022648,0.014355401,pect,Swimming,Muco
Xmuco,Xmuco1,3,0.208153477,-0.102398082,pect,Swimming,Muco
Xmuco,Xmuco1,4,0.331964286,-0.196999008,pect,Swimming,Muco
Xmuco,Xmuco1,5,0.249464286,-0.176388889,pect,Swimming,Muco
Xmuco,Xmuco2,1,0.253458764,-0.072900517,pect,Swimming,Muco
Xmuco,Xmuco2,2,0.277246714,-0.205060241,pect,Swimming,Muco
Xmuco,Xmuco2,3,0.265017186,0.045098717,pect,Swimming,Muco
Xmuco,Xmuco2,4,0.222792182,-0.027512592,pect,Swimming,Muco
Xmuco,Xmuco2,5,0.223469789,-0.145325135,pect,Swimming,Muco
Xmuco,Xmuco3,1,0.081196581,0.002849003,pect,Swimming,Muco
Xmuco,Xmuco3,2,0.124955908,-0.022427984,pect,Swimming,Muco
Xmuco,Xmuco3,3,0.263877784,-0.031067875,pect,Swimming,Muco
Xmuco,Xmuco3,4,0.194923372,0.005028736,pect,Swimming,Muco
Xmuco,Xmuco3,5,0.216462585,-0.0369161,pect,Swimming,Muco
Xmuco,Xmuco4,1,0.187586478,-0.084119497,pect,Swimming,Muco
Xmuco,Xmuco4,2,0.200679321,-0.077202797,pect,Swimming,Muco
Xmuco,Xmuco4,3,0.246368715,-0.204469274,pect,Swimming,Muco
Xmuco,Xmuco4,4,0.264126984,-0.114733894,pect,Swimming,Muco
Xmuco,Xmuco4,5,0.305301617,-0.052576404,pect,Swimming,Muco
Xmuco,Xmuco5,1,0.163568627,-0.046372549,pect,Swimming,Muco
Xmuco,Xmuco5,2,0.198391813,-0.058845029,pect,Swimming,Muco
Xmuco,Xmuco5,3,0.170554847,-0.149872449,pect,Swimming,Muco
Xmuco,Xmuco5,4,0.311422018,0.013394495,pect,Swimming,Muco
Xmuco,Xmuco5,5,0.332445848,-0.097971463,pect,Swimming,Muco
Xmuco,Xmuco1,1,0.385419218,-0.031779762,pelv,Swimming,Muco
Xmuco,Xmuco1,2,0.220913666,-0.123217189,pelv,Swimming,Muco
Xmuco,Xmuco1,3,0.215707434,-0.042805755,pelv,Swimming,Muco
Xmuco,Xmuco1,4,0.318551587,-0.041914683,pelv,Swimming,Muco
Xmuco,Xmuco1,5,0.244424603,-0.121792328,pelv,Swimming,Muco
Xmuco,Xmuco2,1,0.249295866,-0.254687051,pelv,Swimming,Muco
Xmuco,Xmuco2,2,0.278614458,-0.171626506,pelv,Swimming,Muco
Xmuco,Xmuco2,3,0.257749623,0.129024145,pelv,Swimming,Muco
Xmuco,Xmuco2,4,0.219402949,-0.205447287,pelv,Swimming,Muco
Xmuco,Xmuco2,5,0.221276954,-0.08731469,pelv,Swimming,Muco
Xmuco,Xmuco3,1,0.081196581,0.01994302,pelv,Swimming,Muco
Xmuco,Xmuco3,2,0.133126102,0.002242798,pelv,Swimming,Muco
Xmuco,Xmuco3,3,0.255393864,-0.187734936,pelv,Swimming,Muco
Xmuco,Xmuco3,4,0.155651341,-0.061362548,pelv,Swimming,Muco
Xmuco,Xmuco3,5,0.15281827,-0.085098801,pelv,Swimming,Muco
Xmuco,Xmuco4,1,0.163191824,-0.131226415,pelv,Swimming,Muco
Xmuco,Xmuco4,2,0.201398601,-0.053146853,pelv,Swimming,Muco
Xmuco,Xmuco4,3,0.241580208,-0.134636872,pelv,Swimming,Muco
Xmuco,Xmuco4,4,0.256956116,-0.026293184,pelv,Swimming,Muco
Xmuco,Xmuco4,5,0.308288913,-0.02748312,pelv,Swimming,Muco
Xmuco,Xmuco5,1,0.134901961,0.008431373,pelv,Swimming,Muco
Xmuco,Xmuco5,2,0.19502924,0.004203216,pelv,Swimming,Muco
Xmuco,Xmuco5,3,0.179127551,0.031892857,pelv,Swimming,Muco
Xmuco,Xmuco5,4,0.308551769,-0.22882263,pelv,Swimming,Muco
Xmuco,Xmuco5,5,0.330952381,-0.015532061,pelv,Swimming,Muco
Xmuco,Xmuco1,1,0.383507653,-0.186775794,tail,Swimming,Muco
Xmuco,Xmuco1,2,0.218321719,0.052636469,tail,Swimming,Muco
Xmuco,Xmuco1,3,0.217386091,-0.106594724,tail,Swimming,Muco
Xmuco,Xmuco1,4,0.305977183,-0.119875992,tail,Swimming,Muco
Xmuco,Xmuco1,5,0.233505291,-0.191507937,tail,Swimming,Muco
Xmuco,Xmuco2,1,0.246885767,-0.093515827,tail,Swimming,Muco
Xmuco,Xmuco2,2,0.27283954,0.035662651,tail,Swimming,Muco
Xmuco,Xmuco2,3,0.260835848,0.001194668,tail,Swimming,Muco
Xmuco,Xmuco2,4,0.211727335,-0.041866987,tail,Swimming,Muco
Xmuco,Xmuco2,5,0.221276954,0.039471024,tail,Swimming,Muco
Xmuco,Xmuco3,1,0.081196581,-0.014245014,tail,Swimming,Muco
Xmuco,Xmuco3,2,0.135529101,-0.039809671,tail,Swimming,Muco
Xmuco,Xmuco3,3,0.253023943,-0.029275498,tail,Swimming,Muco
Xmuco,Xmuco3,4,0.157287676,-0.108490315,tail,Swimming,Muco
Xmuco,Xmuco3,5,0.135438937,-0.064723032,tail,Swimming,Muco
Xmuco,Xmuco4,1,0.174968553,-0.058883648,tail,Swimming,Muco
Xmuco,Xmuco4,2,0.198041958,-0.128111888,tail,Swimming,Muco
Xmuco,Xmuco4,3,0.231284916,-0.194972067,tail,Swimming,Muco
Xmuco,Xmuco4,4,0.256358543,-0.114136321,tail,Swimming,Muco
Xmuco,Xmuco4,5,0.293053705,-0.105152807,tail,Swimming,Muco
Xmuco,Xmuco5,1,0.142490196,-0.081784314,tail,Swimming,Muco
Xmuco,Xmuco5,2,0.184100877,-0.047916667,tail,Swimming,Muco
Xmuco,Xmuco5,3,0.161862245,-0.135484694,tail,Swimming,Muco
Xmuco,Xmuco5,4,0.301136959,-0.036834862,tail,Swimming,Muco
Xmuco,Xmuco5,5,0.335731477,-0.18518996,tail,Swimming,Muco
Polyp2017-011_t,Polyp201,-11,0.304144882,-0.27943937,nose,Walking,Polyp
Polyp2017-011_t,Polyp201,-11,0.190298724,-0.121455081,nose,Walking,Polyp
Polyp2017-012_t,Polyp201,-12,0.223828732,-0.124884131,nose,Walking,Polyp
Polyp2017-012_t,Polyp201,-12,0.226545371,-0.000802133,nose,Walking,Polyp
Polyp2017-014_t,Polyp201,-14,0.189020349,-0.080823022,nose,Walking,Polyp
Polyp2017-014_t,Polyp201,-14,0.163671315,-0.054837388,nose,Walking,Polyp
Polyp2017-023_t,Polyp201,-23,0.205653659,-0.012304065,nose,Walking,Polyp
Polyp2017-023_t,Polyp201,-23,0.13467541,-0.130934426,nose,Walking,Polyp
Polyp2017-027_t,Polyp201,-27,0.115637447,-0.045994169,nose,Walking,Polyp
Polyp2017-027_t,Polyp201,-27,0.183836667,-0.287015079,nose,Walking,Polyp
Polyp011_tr04_,Polyp011,tr04,0.19308347,0.183636836,nose,Swimming,Polyp
Polyp011_tr13_,Polyp011,tr13,0.127412338,-0.04492316,nose,Swimming,Polyp
Polyp011_tr14_,Polyp011,tr14,0.280032317,-0.22885347,nose,Swimming,Polyp
Polyp012_tr11_,Polyp012,tr11,0.166747619,-0.045459259,nose,Swimming,Polyp
Polyp012_tr20_,Polyp012,tr20,0.24090837,-0.207687529,nose,Swimming,Polyp
Polyp014_tr01_,Polyp014,tr01,0.112788732,-0.004833803,nose,Swimming,Polyp
Polyp014_tr03_,Polyp014,tr03,0.215261044,-0.139759036,nose,Swimming,Polyp
Polyp014_tr05_,Polyp014,tr05,0.197297982,0.069207332,nose,Swimming,Polyp
Polyp023_tr01_,Polyp023,tr01,0.149717976,-0.092885631,nose,Swimming,Polyp
Polyp023_tr03_,Polyp023,tr03,0.118288854,0.004158032,nose,Swimming,Polyp
Polyp023_tr03_,Polyp023,tr03,0.12904597,-0.155745137,nose,Swimming,Polyp
Polyp023_tr04_,Polyp023,tr04,0.284238739,-0.123878378,nose,Swimming,Polyp
Polyp027_tr02_,Polyp027,tr02,0.271566193,-0.17913438,nose,Swimming,Polyp
Polyp027_tr04_,Polyp027,tr04,0.120430108,-0.105710872,nose,Swimming,Polyp
Polyp027_tr07_,Polyp027,tr07,0.137843786,-0.115324042,nose,Swimming,Polyp
Polyp027_tr20_,Polyp027,tr20,0.161248677,-0.130687831,nose,Swimming,Polyp
Polyp2017-011_t,Polyp201,-11,0.170468031,-0.038994646,pect,Walking,Polyp
Polyp2017-011_t,Polyp201,-11,0.211543814,0.010312224,pect,Walking,Polyp
Polyp2017-012_t,Polyp201,-12,0.232997344,-0.054018404,pect,Walking,Polyp
Polyp2017-012_t,Polyp201,-12,0.1311488,-0.020490861,pect,Walking,Polyp
Polyp2017-014_t,Polyp201,-14,0.097111707,0.003795422,pect,Walking,Polyp
Polyp2017-014_t,Polyp201,-14,0.167679363,-0.155038595,pect,Walking,Polyp
Polyp2017-023_t,Polyp201,-23,0.120110532,-0.048438137,pect,Walking,Polyp
Polyp2017-023_t,Polyp201,-23,0.127503601,-0.058328806,pect,Walking,Polyp
Polyp2017-027_t,Polyp201,-27,0.167652031,-0.100226757,pect,Walking,Polyp
Polyp2017-027_t,Polyp201,-27,0.164724603,0.139553704,pect,Walking,Polyp
Polyp011_tr04_,Polyp011,tr04,0.265937055,-0.127100164,pect,Swimming,Polyp
Polyp011_tr13_,Polyp011,tr13,0.171641187,0.054041558,pect,Swimming,Polyp
Polyp011_tr14_,Polyp011,tr14,0.221997797,-0.10713184,pect,Swimming,Polyp
Polyp012_tr11_,Polyp012,tr11,0.151887407,0.056155556,pect,Swimming,Polyp
Polyp012_tr20_,Polyp012,tr20,0.183764706,-0.036752941,pect,Swimming,Polyp
Polyp014_tr01_,Polyp014,tr01,0.112385915,-0.104329577,pect,Swimming,Polyp
Polyp014_tr03_,Polyp014,tr03,0.196787149,-0.008032129,pect,Swimming,Polyp
Polyp014_tr05_,Polyp014,tr05,0.180220848,-0.094956638,pect,Swimming,Polyp
Polyp023_tr01_,Polyp023,tr01,0.248671321,-0.196914485,pect,Swimming,Polyp
Polyp023_tr03_,Polyp023,tr03,0.108395604,0.04014652,pect,Swimming,Polyp
Polyp023_tr03_,Polyp023,tr03,0.184159629,0.105577726,pect,Swimming,Polyp
Polyp023_tr04_,Polyp023,tr04,0.258008366,-0.209041184,pect,Swimming,Polyp
Polyp027_tr02_,Polyp027,tr02,0.18118736,-0.049844428,pect,Swimming,Polyp
Polyp027_tr04_,Polyp027,tr04,0.108960573,0.06265233,pect,Swimming,Polyp
Polyp027_tr07_,Polyp027,tr07,0.172699187,0.001606504,pect,Swimming,Polyp
Polyp027_tr20_,Polyp027,tr20,0.106962963,0.000268078,pect,Swimming,Polyp
Polyp2017-011_t,Polyp201,-11,0.225493944,0.182420157,pelv,Walking,Polyp
Polyp2017-011_t,Polyp201,-11,0.221712813,-0.120309278,pelv,Walking,Polyp
Polyp2017-012_t,Polyp201,-12,0.165999624,-0.094153365,pelv,Walking,Polyp
Polyp2017-012_t,Polyp201,-12,0.123564994,-0.006344145,pelv,Walking,Polyp
Polyp2017-014_t,Polyp201,-14,0.144087873,-0.118711202,pelv,Walking,Polyp
Polyp2017-014_t,Polyp201,-14,0.114288318,0.068637827,pelv,Walking,Polyp
Polyp2017-023_t,Polyp201,-23,0.131089357,-0.089070732,pelv,Walking,Polyp
Polyp2017-023_t,Polyp201,-23,0.142533237,-0.11447586,pelv,Walking,Polyp
Polyp2017-027_t,Polyp201,-27,0.164493369,-0.121341194,pelv,Walking,Polyp
Polyp2017-027_t,Polyp201,-27,0.143929755,-0.079923175,pelv,Walking,Polyp
Polyp011_tr04_,Polyp011,tr04,0.155748347,0.013718538,pelv,Swimming,Polyp
Polyp011_tr13_,Polyp011,tr13,0.135638961,-0.01917316,pelv,Swimming,Polyp
Polyp011_tr14_,Polyp011,tr14,0.191109071,-0.037381564,pelv,Swimming,Polyp
Polyp012_tr11_,Polyp012,tr11,0.132585455,0.00722,pelv,Swimming,Polyp
Polyp012_tr20_,Polyp012,tr20,0.150024898,0.069763765,pelv,Swimming,Polyp
Polyp014_tr01_,Polyp014,tr01,0.124067606,-0.106343662,pelv,Swimming,Polyp
Polyp014_tr03_,Polyp014,tr03,0.156511761,-0.013654618,pelv,Swimming,Polyp
Polyp014_tr05_,Polyp014,tr05,0.124023509,0.057679139,pelv,Swimming,Polyp
Polyp023_tr01_,Polyp023,tr01,0.30782199,-0.234122164,pelv,Swimming,Polyp
Polyp023_tr03_,Polyp023,tr03,0.233251282,-0.08029304,pelv,Swimming,Polyp
Polyp023_tr03_,Polyp023,tr03,0.174002784,-0.020937355,pelv,Swimming,Polyp
Polyp023_tr04_,Polyp023,tr04,0.186151652,0.014476977,pelv,Swimming,Polyp
Polyp027_tr02_,Polyp027,tr02,0.160552531,-0.016264689,pelv,Swimming,Polyp
Polyp027_tr04_,Polyp027,tr04,0.114201803,-0.042016726,pelv,Swimming,Polyp
Polyp027_tr07_,Polyp027,tr07,0.143323113,0.010442276,pelv,Swimming,Polyp
Polyp027_tr20_,Polyp027,tr20,0.107853364,-0.071232048,pelv,Swimming,Polyp
Polyp2017-011_t,Polyp201,-11,0.212417907,-0.204867573,tail,Walking,Polyp
Polyp2017-011_t,Polyp201,-11,0.141357326,0.164155326,tail,Walking,Polyp
Polyp2017-012_t,Polyp201,-12,0.133198395,-0.000534836,tail,Walking,Polyp
Polyp2017-012_t,Polyp201,-12,0.145319822,0.042112,tail,Walking,Polyp
Polyp2017-014_t,Polyp201,-14,0.128317061,-0.032975334,tail,Walking,Polyp
Polyp2017-014_t,Polyp201,-14,0.110881477,0.068537626,tail,Walking,Polyp
Polyp2017-023_t,Polyp201,-23,0.101208724,-0.0192894,tail,Walking,Polyp
Polyp2017-023_t,Polyp201,-23,0.117616996,-0.030261885,tail,Walking,Polyp
Polyp2017-027_t,Polyp201,-27,0.164420477,-0.001870899,tail,Walking,Polyp
Polyp2017-027_t,Polyp201,-27,0.219378231,-0.115130612,tail,Walking,Polyp
Polyp011_tr04_,Polyp011,tr04,0.117116088,-0.003329896,tail,Swimming,Polyp
Polyp011_tr13_,Polyp011,tr13,0.128731759,-0.121727273,tail,Swimming,Polyp
Polyp011_tr14_,Polyp011,tr14,0.194498715,-0.075192802,tail,Swimming,Polyp
Polyp012_tr11_,Polyp012,tr11,0.117744343,0.03923596,tail,Swimming,Polyp
Polyp012_tr20_,Polyp012,tr20,0.130305882,0.110076578,tail,Swimming,Polyp
Polyp014_tr01_,Polyp014,tr01,0.130109859,-0.02215493,tail,Swimming,Polyp
Polyp014_tr03_,Polyp014,tr03,0.123207114,0.021801492,tail,Swimming,Polyp
Polyp014_tr05_,Polyp014,tr05,0.110685755,0.054905715,tail,Swimming,Polyp
Polyp023_tr01_,Polyp023,tr01,0.231136009,-0.152153965,tail,Swimming,Polyp
Polyp023_tr03_,Polyp023,tr03,0.206754579,-0.042153846,tail,Swimming,Polyp
Polyp023_tr03_,Polyp023,tr03,0.149412529,0.034212529,tail,Swimming,Polyp
Polyp023_tr04_,Polyp023,tr04,0.161307944,-0.144542998,tail,Swimming,Polyp
Polyp027_tr02_,Polyp027,tr02,0.166969284,-0.078649796,tail,Swimming,Polyp
Polyp027_tr04_,Polyp027,tr04,0.114761377,-0.052721625,tail,Swimming,Polyp
Polyp027_tr07_,Polyp027,tr07,0.151814634,-0.04337561,tail,Swimming,Polyp
Polyp027_tr20_,Polyp027,tr20,0.10903099,0.013135802,tail,Swimming,Polyp
